slug,family,type,name,name_fr,description_en,description_fr,official_url
wireframing,product_ux_design,hard_skill,Wireframing,Maquettage filaire,Develop wireframes to outline the structure and layout of digital interfaces.,Développez des maquettes filaires pour définir la structure et la disposition des interfaces numériques.,
behavioral-design,product_ux_design,knowledge,Behavioral Design,Conception comportementale,Apply behavioral insights to influence user actions and decision-making.,Appliquez des insights comportementaux pour influencer les actions et décisions des utilisateurs.,
customer-acquisition,marketing_sales_content,knowledge,Customer Acquisition,Acquisition de clients,Learn strategies to attract and retain new customers effectively.,Apprenez des stratégies pour attirer et fidéliser efficacement de nouveaux clients.,
design-research-methods,product_ux_design,knowledge,Design Research Methods,Méthodes de recherche en design,Master research techniques to gather insights for better design solutions.,Maîtrisez des techniques de recherche pour recueillir des insights pour de meilleures solutions de conception.,
design-thinking,product_ux_design,knowledge,Design Thinking,Pensée design,Apply a human-centered approach to solve complex problems creatively.,Appliquez une approche centrée sur l'humain pour résoudre des problèmes complexes de manière créative.,
digital-accessibility,product_ux_design,knowledge,Digital Accessibility,Accessibilité numérique,"Understanding how to make digital content accessible to all users, including those with disabilities.","Comprendre comment rendre le contenu numérique accessible à tous, y compris aux personnes en situation de handicap.",
game-design-theory,product_ux_design,knowledge,Game Design Theory,Théorie du game design,Exploring principles and techniques behind creating engaging and effective game experiences.,Explorer les principes et techniques pour créer des expériences de jeu engageantes et efficaces.,
human-centered-design,product_ux_design,knowledge,Human-Centered Design,Conception centrée sur l'humain,Design approach focusing on users' needs and preferences throughout the development process.,Approche de conception centrée sur les besoins et préférences des utilisateurs tout au long du processus.,
immersive-experience,product_ux_design,knowledge,Immersive Experience,Expérience immersive,Creating engaging environments that fully immerse users through technology like VR or AR.,Créer des environnements immersifs qui plongent complètement l'utilisateur via la réalité virtuelle ou augmentée.,
inclusive-design,product_ux_design,knowledge,Inclusive Design,Conception inclusive,Designing products that are accessible and usable by people with diverse abilities and backgrounds.,Concevoir des produits accessibles et utilisables par des personnes aux capacités et origines variées.,
jobs-to-be-done,product_ux_design,knowledge,Jobs-to-be-Done,Jobs-to-be-Done,Framework for understanding customer needs by focusing on the tasks they aim to accomplish.,Cadre pour comprendre les besoins des clients en se concentrant sur les tâches qu'ils cherchent à accomplir.,
product-management-fundamentals,product_ux_design,knowledge,Product Management Fundamentals,Fondamentaux de la gestion de produit,Core concepts and skills needed to manage and develop successful products.,Concepts et compétences de base pour gérer et développer des produits performants.,
product-strategy,product_ux_design,knowledge,Product Strategy,Stratégie de produit,"Planning and defining the vision, goals, and roadmap for a product's success.","Planification et définition de la vision, des objectifs et de la feuille de route pour le succès d'un produit.",
spatial-ux-design,product_ux_design,knowledge,Spatial UX Design,Conception UX spatiale,Designing user experiences that consider physical space and environment interactions.,Conception d'expériences utilisateur prenant en compte l'espace physique et les interactions environnementales.,
ux-ui-principles,product_ux_design,knowledge,UX/UI Principles,Principes UX/UI,Fundamental guidelines for creating intuitive and effective user interfaces and experiences.,Lignes directrices fondamentales pour créer des interfaces et expériences utilisateur intuitives et efficaces.,
wcag-accessibility-standards,product_ux_design,knowledge,WCAG Accessibility Standards,Normes d'accessibilité WCAG,Guidelines ensuring digital content is accessible to people with disabilities.,Lignes directrices garantissant que le contenu numérique est accessible aux personnes en situation de handicap.,
adobe-creative-cloud,cloud_devops_infrastructure,tool_platform,Adobe Creative Cloud,Adobe Creative Cloud,"A suite of creative applications for design, video editing, and more.","Une suite d'applications créatives pour la conception, le montage vidéo, et plus encore.",https://adobe.com/creativecloud.html
adobe-xd,product_ux_design,tool_platform,Adobe XD,Adobe XD,A tool for designing and prototyping user interfaces and experiences.,Un outil pour concevoir et prototyper des interfaces et expériences utilisateur.,https://adobe.com/products/xd.html
amplitude,product_ux_design,tool_platform,Amplitude,Amplitude,Analytics platform for tracking user behavior and product performance.,Plateforme d'analyse pour suivre le comportement des utilisateurs et la performance des produits.,https://amplitude.com
